code,year,month,temp_min_abs
C0D1,2016,6,8.1
C0D1,2016,7,8.1
C0D1,2016,8,9.1
C0D1,2016,9,9.6
C0D1,2016,10,3.1
C0D1,2016,11,0.2
C0D1,2016,12,-2.9
C043,2016,1,0.6
C043,2016,2,-2.0
C043,2016,3,0.7
C043,2016,4,1.4
C043,2016,5,2.7
C043,2016,6,10.2
C043,2016,7,10.6
C043,2016,8,11.2
C043,2016,9,10.2
C043,2016,10,4.8
C043,2016,11,1.5
C043,2016,12,-1.6
C0D2,2016,1,0.6
C0D2,2016,2,-1.2
C0D2,2016,3,0.3
C0D2,2016,4,0.3
C0D2,2016,5,1.6
C0D2,2016,6,9.0
C0D2,2016,7,9.5
C0D2,2016,8,10.3
C0D2,2016,9,10.9
C0D2,2016,10,4.3
C0D2,2016,11,1.5
C0D2,2016,12,-1.1
C007,2016,1,4.0
C007,2016,2,0.8
C007,2016,3,3.8
C007,2016,4,5.0
C007,2016,5,5.6
C007,2016,6,11.9
C007,2016,7,12.1
C007,2016,8,13.6
C007,2016,9,13.5
C007,2016,10,7.0
C007,2016,11,4.9
C007,2016,12,7.2
C0D0,2016,1,-0.9
C0D0,2016,2,-2.7
C0D0,2016,3,-0.1
C0D0,2016,4,0.3
C0D0,2016,5,1.3
C0D0,2016,6,7.8
C0D0,2016,7,8.5
C0D0,2016,8,9.7
C0D0,2016,9,9.2
C0D0,2016,10,2.5
C0D0,2016,11,0.5
C0D0,2016,12,-2.2
C064,2016,1,3.2
C064,2016,2,0.8
C064,2016,3,3.4
C064,2016,4,4.7
C064,2016,5,5.1
C064,2016,6,11.4
C064,2016,7,11.9
C064,2016,8,14.1
C064,2016,9,12.8
C064,2016,10,7.5
C064,2016,11,4.9
C064,2016,12,3.7
C028,2016,1,0.2
C028,2016,2,-1.7
C028,2016,3,0.6
C028,2016,4,1.8
C028,2016,5,3.4
C028,2016,6,8.8
C028,2016,7,10.7
C028,2016,8,11.7
C028,2016,9,9.5
C028,2016,10,5.4
C028,2016,11,0.4
C028,2016,12,0.2
C029,2016,1,2.8
C029,2016,2,-1.3
C029,2016,3,1.8
C029,2016,4,3.8
C029,2016,5,2.9
C029,2016,6,11.3
C029,2016,7,10.1
C029,2016,8,11.8
C029,2016,9,12.0
C029,2016,10,4.8
C029,2016,11,2.4
C029,2016,12,1.0
C076,2017,1,-8.5
C076,2017,2,-2.1
C076,2017,3,-3.2
C076,2017,4,-2.8
C076,2017,5,-1.5
C076,2017,6,5.2
C076,2017,7,7.6
C076,2017,8,6.7
C076,2017,9,4.1
C076,2017,10,0.9
C076,2017,11,-3.7
C076,2017,12,-5.7
C0A4,2017,3,-2.0
C0A4,2017,4,-3.0
C0A4,2017,5,-0.6
C0A4,2017,6,5.0
C0A4,2017,7,7.3
C0A4,2017,8,4.2
C0A4,2017,9,0.9
C0A4,2017,10,-0.6
C0A4,2017,11,-4.0
C0A4,2017,12,-2.2
C056,2017,1,-8.6
C056,2017,2,-1.5
C056,2017,3,-1.5
C056,2017,4,-3.0
C056,2017,5,-1.0
C056,2017,6,5.1
C056,2017,7,7.3
C056,2017,8,6.0
C056,2017,9,3.8
C056,2017,10,0.3
C056,2017,11,-2.8
C056,2017,12,-8.5
C035,2017,1,-7.5
C035,2017,2,-0.8
C035,2017,3,-1.9
C035,2017,4,-1.1
C035,2017,5,0.7
C035,2017,6,5.2
C035,2017,7,7.9
C035,2017,8,5.5
C035,2017,9,2.4
C035,2017,10,-0.4
C035,2017,11,-3.4
C035,2017,12,-4.2
C0A3,2017,1,-7.8
C0A3,2017,2,-3.0
C0A3,2017,3,-3.0
C0A3,2017,4,-3.9
C0A3,2017,5,-2.4
C0A3,2017,6,3.1
C0A3,2017,7,6.2
C0A3,2017,8,5.3
C0A3,2017,9,1.8
C0A3,2017,10,-0.1
C0A3,2017,11,-4.2
C0A3,2017,12,-6.1
C016,2017,1,-9.1
C016,2017,2,-2.1
C016,2017,3,-2.9
C016,2017,4,-2.9
C016,2017,5,-1.6
C016,2017,6,5.0
C016,2017,7,7.6
C016,2017,8,6.7
C016,2017,9,3.8
C016,2017,10,1.1
C016,2017,11,-3.4
C016,2017,12,-5.9
C025,2017,1,-4.7
C025,2017,2,-1.1
C025,2017,3,-0.4
C025,2017,4,-1.0
C025,2017,5,0.1
C025,2017,6,6.5
C025,2017,7,8.0
C025,2017,8,6.3
C025,2017,9,3.2
C025,2017,10,1.9
C025,2017,11,-1.4
C025,2017,12,-3.4
C0A2,2017,1,-7.8
C0A2,2017,2,-1.1
C0A2,2017,3,-2.1
C0A2,2017,4,-2.3
C0A2,2017,5,-2.1
C0A2,2017,6,4.4
C0A2,2017,7,7.0
C0A2,2017,8,5.6
C0A2,2017,9,1.2
C0A2,2017,10,-0.1
C0A2,2017,11,-3.8
C0A2,2017,12,-9.9
C034,2017,1,-9.0
C034,2017,2,-2.5
C034,2017,3,-4.6
C034,2017,4,-3.6
C034,2017,5,-1.2
C034,2017,6,5.7
C034,2017,7,8.0
C034,2017,8,5.4
C034,2017,9,1.9
C034,2017,10,-1.3
C034,2017,11,-3.9
C034,2017,12,-3.5
C0AA,2017,1,-9.4
C0AA,2017,2,-1.6
C0AA,2017,3,-2.3
C0AA,2017,4,-3.0
C0AA,2017,5,-1.8
C0AA,2017,6,5.0
C0AA,2017,7,6.5
C0AA,2017,8,5.7
C0AA,2017,9,2.4
C0AA,2017,10,-0.5
C0AA,2017,11,-4.0
C0AA,2017,12,-7.5
C067,2017,1,-5.1
C067,2017,2,0.5
C067,2017,3,-0.2
C067,2017,4,0.4
C067,2017,5,1.5
C067,2017,6,9.7
C067,2017,7,11.4
C067,2017,8,9.3
C067,2017,9,6.6
C067,2017,10,5.3
C067,2017,11,-0.1
C067,2017,12,-1.2
C040,2017,1,-4.2
C040,2017,2,1.8
C040,2017,3,0.7
C040,2017,4,0.6
C040,2017,5,2.4
C040,2017,6,9.2
C040,2017,7,10.6
C040,2017,8,10.0
C040,2017,9,7.8
C040,2017,10,5.6
C040,2017,11,0.4
C040,2017,12,-1.9
C044,2017,1,-4.8
C044,2017,2,-0.2
C044,2017,3,-1.4
C044,2017,4,-0.7
C044,2017,5,0.3
C044,2017,6,6.0
C044,2017,7,8.3
C044,2017,8,5.6
C044,2017,9,2.5
C044,2017,10,1.7
C044,2017,11,-2.1
C044,2017,12,-2.8
C048,2017,1,-7.9
C048,2017,2,-1.6
C048,2017,3,-3.1
C048,2017,4,-1.9
C048,2017,5,-0.4
C048,2017,6,5.4
C048,2017,7,6.0
C048,2017,8,7.2
C048,2017,9,4.3
C048,2017,10,1.9
C048,2017,11,-1.5
C048,2017,12,-4.3
C068,2017,1,-7.2
C068,2017,2,-0.9
C068,2017,3,-0.4
C068,2017,4,-1.1
C068,2017,5,-1.3
C068,2017,6,5.3
C068,2017,7,8.5
C068,2017,8,6.8
C068,2017,9,2.3
C068,2017,10,0.2
C068,2017,11,-3.0
C068,2017,12,-8.3
C024,2017,1,-9.4
C024,2017,2,-2.6
C024,2017,3,-1.9
C024,2017,4,-3.6
C024,2017,5,-2.8
C024,2017,6,4.6
C024,2017,7,6.5
C024,2017,8,2.5
C024,2017,9,-0.1
C024,2017,10,-1.6
C024,2017,11,-5.7
C024,2017,12,-10.5
C00A,2017,1,-5.9
C00A,2017,2,-1.9
C00A,2017,3,-1.9
C00A,2017,4,-2.5
C00A,2017,5,-0.7
C00A,2017,6,5.8
C00A,2017,7,9.6
C00A,2017,8,7.7
C00A,2017,9,2.3
C00A,2017,10,1.7
C00A,2017,11,-4.6
C00A,2017,12,-6.1
C047,2017,1,-8.8
C047,2017,2,-1.7
C047,2017,3,-3.2
C047,2017,4,-1.9
C047,2017,5,-0.2
C047,2017,6,5.4
C047,2017,7,5.9
C047,2017,8,7.5
C047,2017,9,4.2
C047,2017,10,1.5
C047,2017,11,-1.6
C047,2017,12,-5.2
C031,2017,1,-3.8
C031,2017,2,1.7
C031,2017,3,1.2
C031,2017,4,1.4
C031,2017,5,3.8
C031,2017,6,10.4
C031,2017,7,11.6
C031,2017,8,11.2
C031,2017,9,7.4
C031,2017,10,5.3
C031,2017,11,1.2
C031,2017,12,-0.5
C041,2017,1,-8.5
C041,2017,2,-3.2
C041,2017,3,-2.7
C041,2017,4,-4.3
C041,2017,5,-1.4
C041,2017,6,4.2
C041,2017,7,6.5
C041,2017,8,3.5
C041,2017,9,-0.2
C041,2017,10,-1.3
C041,2017,11,-4.8
C041,2017,12,-9.0
C055,2017,1,-9.7
C055,2017,2,-1.0
C055,2017,3,-0.6
C055,2017,4,-0.5
C055,2017,5,-0.1
C055,2017,6,6.4
C055,2017,7,6.7
C055,2017,8,4.9
C055,2017,9,0.6
C055,2017,10,-1.1
C055,2017,11,-4.6
C055,2017,12,-7.4
C060,2017,1,-4.1
C060,2017,2,-0.3
C060,2017,3,0.3
C060,2017,4,-0.3
C060,2017,5,2.9
C060,2017,6,9.1
C060,2017,7,9.9
C060,2017,8,8.6
C060,2017,9,5.6
C060,2017,10,3.5
C060,2017,11,-0.3
C060,2017,12,-2.1
C0A1,2017,1,-10.3
C0A1,2017,2,-4.4
C0A1,2017,3,-3.9
C0A1,2017,4,-3.5
C0A1,2017,5,-1.1
C0A1,2017,6,4.0
C0A1,2017,7,5.3
C0A1,2017,8,2.4
C0A1,2017,9,-0.5
C0A1,2017,10,-2.1
C0A1,2017,11,-4.5
C0A1,2017,12,-13.9
C021,2017,1,-7.6
C021,2017,2,-2.7
C021,2017,3,-1.7
C021,2017,4,-3.4
C021,2017,5,-1.2
C021,2017,6,5.2
C021,2017,7,7.0
C021,2017,8,3.5
C021,2017,9,0.5
C021,2017,10,-1.3
C021,2017,11,-3.9
C021,2017,12,-6.6
C030,2017,1,-9.4
C030,2017,2,-2.1
C030,2017,3,-1.4
C030,2017,4,-3.9
C030,2017,5,-2.8
C030,2017,6,4.0
C030,2017,7,6.3
C030,2017,8,4.5
C030,2017,9,1.7
C030,2017,10,-0.9
C030,2017,11,-3.9
C030,2017,12,-8.6
C051,2017,1,-6.4
C051,2017,2,0.1
C051,2017,3,-0.4
C051,2017,4,0.0
C051,2017,5,0.6
C051,2017,6,8.6
C051,2017,7,11.1
C051,2017,8,8.4
C051,2017,9,6.1
C051,2017,10,3.8
C051,2017,11,-1.5
C051,2017,12,-3.0
C0A0,2017,1,-6.2
C0A0,2017,2,-0.4
C0A0,2017,3,-1.6
C0A0,2017,4,-1.3
C0A0,2017,5,0.5
C0A0,2017,6,5.4
C0A0,2017,7,7.2
C0A0,2017,8,5.3
C0A0,2017,9,1.6
C0A0,2017,10,-0.6
C0A0,2017,11,-3.1
C0A0,2017,12,-5.0
C049,2017,1,-8.6
C049,2017,2,-2.9
C049,2017,3,-4.6
C049,2017,4,-3.7
C049,2017,5,-1.9
C049,2017,6,4.8
C049,2017,7,8.5
C049,2017,8,5.9
C049,2017,9,2.2
C049,2017,10,-0.2
C049,2017,11,-4.5
C049,2017,12,-4.3
C00B,2017,4,-3.4
C00B,2017,5,-2.3
C00B,2017,6,3.6
C00B,2017,7,6.3
C00B,2017,8,4.3
C00B,2017,9,1.9
C00B,2017,10,0.0
C00B,2017,11,-3.4
C00B,2017,12,-6.6
C020,2017,1,-9.5
C020,2017,2,-1.9
C020,2017,3,-3.8
C020,2017,4,-4.2
C020,2017,5,-2.1
C020,2017,6,4.2
C020,2017,7,6.9
C020,2017,8,4.5
C020,2017,9,0.8
C020,2017,10,-0.6
C020,2017,11,-4.3
C020,2017,12,-8.3
C070,2017,1,-6.5
C070,2017,2,-1.3
C070,2017,3,-2.5
C070,2017,4,-1.3
C070,2017,5,-0.6
C070,2017,6,6.1
C070,2017,7,6.5
C070,2017,8,8.2
C070,2017,9,5.0
C070,2017,10,2.4
C070,2017,11,-1.6
C070,2017,12,-4.7
C050,2017,1,-7.4
C050,2017,2,-2.0
C050,2017,3,-3.8
C050,2017,4,-2.7
C050,2017,5,-1.1
C050,2017,6,6.8
C050,2017,7,8.9
C050,2017,8,7.0
C050,2017,9,3.8
C050,2017,10,1.3
C050,2017,11,-2.8
C050,2017,12,-3.3
C0B1,2017,1,-3.5
C0B1,2017,2,2.7
C0B1,2017,3,1.5
C0B1,2017,4,1.5
C0B1,2017,5,2.8
C0B1,2017,6,10.6
C0B1,2017,7,11.6
C0B1,2017,8,10.6
C0B1,2017,9,7.9
C0B1,2017,10,6.6
C0B1,2017,11,1.1
C0B1,2017,12,0.0
C079,2017,1,-5.8
C079,2017,2,1.6
C079,2017,3,-0.1
C079,2017,4,0.9
C079,2017,5,2.1
C079,2017,6,9.8
C079,2017,7,10.6
C079,2017,8,9.6
C079,2017,9,7.2
C079,2017,10,5.3
C079,2017,11,0.6
C079,2017,12,-0.7
C0C1,2017,1,-4.3
C0C1,2017,2,2.6
C0C1,2017,3,0.8
C0C1,2017,4,1.9
C0C1,2017,5,4.1
C0C1,2017,6,11.1
C0C1,2017,7,12.2
C0C1,2017,8,9.8
C0C1,2017,9,9.0
C0C1,2017,10,5.0
C0C1,2017,11,-0.4
C0C1,2017,12,-0.1
C061,2017,1,-3.1
C061,2017,2,2.6
C061,2017,3,2.4
C061,2017,4,1.6
C061,2017,5,6.8
C061,2017,6,9.1
C061,2017,7,11.3
C061,2017,8,10.6
C061,2017,9,7.5
C061,2017,10,6.4
C061,2017,11,2.1
C061,2017,12,-0.1
C032,2017,1,-5.7
C032,2017,2,-0.5
C032,2017,3,-1.1
C032,2017,4,0.0
C032,2017,5,0.4
C032,2017,6,9.2
C032,2017,7,10.0
C032,2017,8,8.4
C032,2017,9,6.0
C032,2017,10,4.5
C032,2017,11,-0.8
C032,2017,12,-1.9
C002,2017,1,-3.4
C002,2017,2,0.9
C002,2017,3,0.8
C002,2017,4,2.1
C002,2017,5,3.8
C002,2017,6,11.6
C002,2017,7,11.7
C002,2017,8,10.7
C002,2017,9,6.6
C002,2017,10,5.5
C002,2017,11,0.6
C002,2017,12,-1.0
C0C2,2017,1,-8.8
C0C2,2017,2,-1.6
C0C2,2017,3,-2.8
C0C2,2017,4,-2.2
C0C2,2017,5,-1.0
C0C2,2017,6,7.0
C0C2,2017,7,8.6
C0C2,2017,8,6.8
C0C2,2017,9,6.9
C0C2,2017,10,2.5
C0C2,2017,11,-1.5
C0C2,2017,12,-3.1
C069,2017,1,0.2
C069,2017,2,5.6
C069,2017,3,4.8
C069,2017,4,4.9
C069,2017,5,8.7
C069,2017,6,12.8
C069,2017,7,13.2
C069,2017,8,14.0
C069,2017,9,10.9
C069,2017,10,8.9
C069,2017,11,4.8
C069,2017,12,2.6
C0B6,2017,1,-5.5
C0B6,2017,2,0.8
C0B6,2017,3,-1.1
C0B6,2017,4,-0.3
C0B6,2017,5,1.1
C0B6,2017,6,8.4
C0B6,2017,7,9.6
C0B6,2017,8,8.6
C0B6,2017,9,7.1
C0B6,2017,10,4.7
C0B6,2017,11,-0.9
C0B6,2017,12,-1.6
C0BE,2017,1,-2.7
C0BE,2017,2,2.9
C0BE,2017,3,2.6
C0BE,2017,4,2.8
C0BE,2017,5,4.6
C0BE,2017,6,11.7
C0BE,2017,7,11.1
C0BE,2017,8,10.5
C0BE,2017,9,7.7
C0BE,2017,10,5.6
C0BE,2017,11,1.4
C0BE,2017,12,-0.1
C065,2017,1,-2.4
C065,2017,2,1.4
C065,2017,3,0.7
C065,2017,4,0.1
C065,2017,5,3.8
C065,2017,6,8.6
C065,2017,7,9.0
C065,2017,8,10.3
C065,2017,9,6.6
C065,2017,10,6.4
C065,2017,11,0.2
C065,2017,12,-0.6
C003,2017,1,-3.9
C003,2017,2,1.5
C003,2017,3,0.5
C003,2017,4,0.5
C003,2017,5,2.1
C003,2017,6,10.5
C003,2017,7,11.5
C003,2017,8,10.8
C003,2017,9,8.8
C003,2017,10,7.3
C003,2017,11,1.4
C003,2017,12,-0.7
C039,2017,1,-0.4
C039,2017,2,3.6
C039,2017,3,3.4
C039,2017,4,3.2
C039,2017,5,5.2
C039,2017,6,11.5
C039,2017,7,13.2
C039,2017,8,12.9
C039,2017,9,9.9
C039,2017,10,7.8
C039,2017,11,2.9
C039,2017,12,1.2
C075,2017,1,-4.3
C075,2017,2,3.3
C075,2017,3,1.7
C075,2017,4,1.2
C075,2017,5,2.8
C075,2017,6,6.8
C075,2017,7,10.8
C075,2017,8,8.9
C075,2017,9,7.7
C075,2017,10,5.6
C075,2017,11,0.7
C075,2017,12,-0.5
C074,2017,1,-5.3
C074,2017,2,0.9
C074,2017,3,1.1
C074,2017,4,0.5
C074,2017,5,2.4
C074,2017,6,9.6
C074,2017,7,11.0
C074,2017,8,9.8
C074,2017,9,6.8
C074,2017,10,4.8
C074,2017,11,0.1
C074,2017,12,-1.0
C009,2017,8,11.2
C009,2017,9,8.4
C009,2017,10,7.1
C009,2017,11,1.5
C009,2017,12,0.1
C038,2017,1,-1.4
C038,2017,2,4.4
C038,2017,3,4.3
C038,2017,4,3.4
C038,2017,5,5.1
C038,2017,6,11.4
C038,2017,7,13.1
C038,2017,8,13.2
C038,2017,9,10.6
C038,2017,10,8.1
C038,2017,11,3.3
C038,2017,12,0.8
C033,2017,1,-4.8
C033,2017,2,1.3
C033,2017,3,1.1
C033,2017,4,1.8
C033,2017,5,2.9
C033,2017,6,10.7
C033,2017,7,10.7
C033,2017,8,9.4
C033,2017,9,6.0
C033,2017,10,5.4
C033,2017,11,-0.3
C033,2017,12,-1.2
C0BD,2017,1,-5.5
C0BD,2017,2,0.0
C0BD,2017,3,0.1
C0BD,2017,4,0.2
C0BD,2017,5,1.8
C0BD,2017,6,9.0
C0BD,2017,7,9.4
C0BD,2017,8,8.9
C0BD,2017,9,5.2
C0BD,2017,10,4.3
C0BD,2017,11,-0.3
C0BD,2017,12,-1.9
C036,2017,1,-4.0
C036,2017,2,2.1
C036,2017,3,2.0
C036,2017,4,0.8
C036,2017,5,2.6
C036,2017,6,10.3
C036,2017,7,10.7
C036,2017,8,9.3
C036,2017,9,7.1
C036,2017,10,5.4
C036,2017,11,0.3
C036,2017,12,-1.2
C045,2017,1,-1.9
C045,2017,2,0.6
C045,2017,3,-0.1
C045,2017,4,1.1
C045,2017,5,4.5
C045,2017,6,8.6
C045,2017,7,8.2
C045,2017,8,9.6
C045,2017,9,6.8
C045,2017,10,5.1
C045,2017,11,0.5
C045,2017,12,-0.4
C0B7,2017,1,-6.3
C0B7,2017,2,-0.3
C0B7,2017,3,0.3
C0B7,2017,4,-0.4
C0B7,2017,5,0.9
C0B7,2017,6,8.5
C0B7,2017,7,10.3
C0B7,2017,8,9.0
C0B7,2017,9,6.1
C0B7,2017,10,4.1
C0B7,2017,11,-0.3
C0B7,2017,12,-1.4
C019,2017,1,-0.9
C019,2017,2,4.1
C019,2017,3,2.4
C019,2017,4,2.5
C019,2017,5,6.3
C019,2017,6,10.5
C019,2017,7,11.2
C019,2017,8,12.0
C019,2017,9,8.2
C019,2017,10,7.8
C019,2017,11,2.8
C019,2017,12,0.8
C057,2017,1,-4.2
C057,2017,2,1.4
C057,2017,3,1.1
C057,2017,4,1.6
C057,2017,5,5.4
C057,2017,6,11.8
C057,2017,7,12.4
C057,2017,8,11.9
C057,2017,9,8.9
C057,2017,10,6.0
C057,2017,11,0.3
C057,2017,12,-1.2
C063,2017,1,-4.5
C063,2017,2,0.9
C063,2017,3,0.1
C063,2017,4,1.2
C063,2017,5,2.0
C063,2017,6,9.8
C063,2017,7,10.3
C063,2017,8,8.6
C063,2017,9,5.7
C063,2017,10,4.3
C063,2017,11,-0.7
C063,2017,12,-2.1
C046,2017,1,-6.1
C046,2017,2,-0.3
C046,2017,3,-2.4
C046,2017,4,-1.1
C046,2017,5,1.7
C046,2017,6,6.8
C046,2017,7,7.2
C046,2017,8,7.7
C046,2017,9,5.8
C046,2017,10,2.9
C046,2017,11,-0.7
C046,2017,12,-2.5
C0BA,2017,1,-2.4
C0BA,2017,2,2.3
C0BA,2017,3,1.7
C0BA,2017,4,2.2
C0BA,2017,5,4.5
C0BA,2017,6,11.3
C0BA,2017,7,11.6
C0BA,2017,8,10.8
C0BA,2017,9,8.0
C0BA,2017,10,6.6
C0BA,2017,11,1.9
C0BA,2017,12,0.2
C059,2017,1,-5.4
C059,2017,2,-1.3
C059,2017,3,-1.2
C059,2017,4,-1.1
C059,2017,5,0.8
C059,2017,6,6.9
C059,2017,7,10.4
C059,2017,8,8.3
C059,2017,9,6.8
C059,2017,10,4.5
C059,2017,11,-0.9
C059,2017,12,-1.1
C072,2017,1,-5.4
C072,2017,2,-0.7
C072,2017,3,-2.4
C072,2017,4,-1.4
C072,2017,5,0.9
C072,2017,6,6.3
C072,2017,7,7.0
C072,2017,8,8.8
C072,2017,9,5.5
C072,2017,10,3.6
C072,2017,11,-1.1
C072,2017,12,-2.3
C0B4,2017,1,-4.7
C0B4,2017,2,0.5
C0B4,2017,3,0.2
C0B4,2017,4,0.1
C0B4,2017,5,1.6
C0B4,2017,6,8.8
C0B4,2017,7,10.6
C0B4,2017,8,9.1
C0B4,2017,9,6.2
C0B4,2017,10,4.4
C0B4,2017,11,-0.1
C0B4,2017,12,-0.5
C054,2017,1,-9.5
C054,2017,2,-1.9
C054,2017,3,-3.2
C054,2017,4,-3.0
C054,2017,5,-0.1
C054,2017,6,6.1
C054,2017,7,6.6
C054,2017,8,5.0
C054,2017,9,2.8
C054,2017,10,-0.1
C054,2017,11,-3.6
C054,2017,12,-4.2
C042,2017,1,-0.7
C042,2017,2,4.8
C042,2017,3,5.0
C042,2017,4,4.2
C042,2017,5,9.9
C042,2017,6,12.8
C042,2017,7,14.6
C042,2017,8,13.0
C042,2017,9,10.6
C042,2017,10,8.4
C042,2017,11,3.7
C042,2017,12,1.4
C0B9,2017,1,-5.5
C0B9,2017,2,0.6
C0B9,2017,3,-0.2
C0B9,2017,4,0.1
C0B9,2017,5,1.9
C0B9,2017,6,10.3
C0B9,2017,7,10.8
C0B9,2017,8,9.7
C0B9,2017,9,7.1
C0B9,2017,10,5.0
C0B9,2017,11,0.0
C0B9,2017,12,-1.0
C0C3,2017,1,-5.5
C0C3,2017,2,1.2
C0C3,2017,3,-0.8
C0C3,2017,4,0.8
C0C3,2017,5,1.6
C0C3,2017,6,9.8
C0C3,2017,7,11.9
C0C3,2017,8,9.6
C0C3,2017,9,8.6
C0C3,2017,10,5.1
C0C3,2017,11,0.0
C0C3,2017,12,-0.6
C066,2017,1,-4.7
C066,2017,2,0.1
C066,2017,3,-0.2
C066,2017,4,0.1
C066,2017,5,2.9
C066,2017,6,7.9
C066,2017,7,8.0
C066,2017,8,9.5
C066,2017,9,6.3
C066,2017,10,4.9
C066,2017,11,-0.1
C066,2017,12,-1.1
C022,2017,1,-6.3
C022,2017,2,-1.7
C022,2017,3,-2.6
C022,2017,4,-2.0
C022,2017,5,-1.7
C022,2017,6,5.2
C022,2017,7,7.7
C022,2017,8,6.9
C022,2017,9,3.6
C022,2017,10,3.1
C022,2017,11,-2.0
C022,2017,12,-3.9
C0B3,2017,1,-6.0
C0B3,2017,2,-0.2
C0B3,2017,3,-1.0
C0B3,2017,4,0.4
C0B3,2017,5,1.8
C0B3,2017,6,9.3
C0B3,2017,7,10.4
C0B3,2017,8,9.0
C0B3,2017,9,6.0
C0B3,2017,10,4.2
C0B3,2017,11,-0.6
C0B3,2017,12,-1.9
C037,2017,1,-4.6
C037,2017,2,1.7
C037,2017,3,0.3
C037,2017,4,1.1
C037,2017,5,2.6
C037,2017,6,10.2
C037,2017,7,11.4
C037,2017,8,9.6
C037,2017,9,7.0
C037,2017,10,5.9
C037,2017,11,0.3
C037,2017,12,-0.3
C0E5,2017,1,-5.8
C0E5,2017,2,2.0
C0E5,2017,3,1.5
C0E5,2017,4,0.4
C0E5,2017,5,2.2
C0E5,2017,6,8.9
C0E5,2017,7,10.5
C0E5,2017,8,8.4
C0E5,2017,9,5.1
C0E5,2017,10,3.3
C0E5,2017,11,-0.6
C0E5,2017,12,-1.4
C0DB,2017,1,-7.2
C0DB,2017,2,-0.2
C0DB,2017,3,-0.4
C0DB,2017,4,-1.1
C0DB,2017,5,0.2
C0DB,2017,6,7.7
C0DB,2017,7,8.2
C0DB,2017,8,7.5
C0DB,2017,9,5.0
C0DB,2017,10,1.9
C0DB,2017,11,-1.6
C0DB,2017,12,-3.5
C0D3,2017,1,-4.6
C0D3,2017,2,1.1
C0D3,2017,3,0.2
C0D3,2017,4,0.0
C0D3,2017,5,1.4
C0D3,2017,6,8.2
C0D3,2017,7,9.7
C0D3,2017,8,8.9
C0D3,2017,9,6.0
C0D3,2017,10,2.5
C0D3,2017,11,-0.5
C0D3,2017,12,-2.3
C0DD,2017,1,-3.5
C0DD,2017,2,2.4
C0DD,2017,3,2.6
C0DD,2017,4,1.5
C0DD,2017,5,3.5
C0DD,2017,6,10.4
C0DD,2017,7,10.6
C0DD,2017,8,10.6
C0DD,2017,9,7.6
C0DD,2017,10,4.2
C0DD,2017,11,0.6
C0DD,2017,12,-1.1
C0E9,2017,1,-5.5
C0E9,2017,2,-1.9
C0E9,2017,3,1.9
C0E9,2017,4,1.2
C0E9,2017,5,4.7
C0E9,2017,6,9.7
C0E9,2017,7,11.3
C0E9,2017,8,10.7
C0E9,2017,9,8.3
C0E9,2017,10,6.5
C0E9,2017,11,1.4
C0E9,2017,12,-0.1
C078,2017,1,-4.0
C078,2017,2,2.3
C078,2017,3,2.0
C078,2017,4,2.4
C078,2017,5,3.1
C078,2017,6,10.4
C078,2017,7,10.5
C078,2017,8,10.3
C078,2017,9,9.3
C078,2017,10,6.7
C078,2017,11,1.6
C078,2017,12,0.2
C052,2017,1,-5.5
C052,2017,2,0.1
C052,2017,3,0.8
C052,2017,4,-0.5
C052,2017,5,2.0
C052,2017,6,8.7
C052,2017,7,9.4
C052,2017,8,8.6
C052,2017,9,5.4
C052,2017,10,2.5
C052,2017,11,-0.6
C052,2017,12,-2.6
C0E1,2017,1,-6.6
C0E1,2017,2,0.5
C0E1,2017,3,0.2
C0E1,2017,4,-1.0
C0E1,2017,5,2.4
C0E1,2017,6,8.3
C0E1,2017,7,10.0
C0E1,2017,8,8.5
C0E1,2017,9,5.6
C0E1,2017,10,4.0
C0E1,2017,11,-0.3
C0E1,2017,12,-1.6
C077,2017,1,-4.7
C077,2017,2,0.8
C077,2017,3,2.1
C077,2017,4,0.8
C077,2017,5,2.6
C077,2017,6,9.8
C077,2017,7,10.9
C077,2017,8,9.8
C077,2017,9,7.1
C077,2017,10,3.7
C077,2017,11,-0.2
C077,2017,12,-1.2
C080,2017,1,-6.0
C080,2017,2,-0.5
C080,2017,3,0.9
C080,2017,4,-0.1
C080,2017,5,2.4
C080,2017,6,9.3
C080,2017,7,9.6
C080,2017,8,8.7
C080,2017,9,5.6
C080,2017,10,1.8
C080,2017,11,-0.6
C080,2017,12,-2.9
C0E8,2017,1,-5.1
C0E8,2017,2,1.8
C0E8,2017,3,2.2
C0E8,2017,4,1.2
C0E8,2017,5,4.0
C0E8,2017,6,9.6
C0E8,2017,7,11.7
C0E8,2017,8,9.7
C0E8,2017,9,6.9
C0E8,2017,10,4.9
C0E8,2017,11,0.0
C0E8,2017,12,-0.8
C023,2017,1,-7.1
C023,2017,2,0.8
C023,2017,3,-0.6
C023,2017,4,-1.1
C023,2017,5,0.6
C023,2017,6,7.9
C023,2017,7,10.3
C023,2017,8,8.5
C023,2017,9,6.4
C023,2017,10,3.7
C023,2017,11,-1.3
C023,2017,12,-2.2
C084,2017,1,-2.9
C084,2017,2,2.4
C084,2017,3,3.5
C084,2017,4,3.4
C084,2017,5,6.8
C084,2017,6,11.7
C084,2017,7,12.0
C084,2017,8,12.7
C084,2017,9,9.7
C084,2017,10,5.6
C084,2017,11,2.0
C084,2017,12,-1.2
C0EA,2017,1,-4.0
