code,year,month,precipitacion_dias
C0EA,2019,12,15
C026,2019,1,22
C026,2019,2,9
C026,2019,3,14
C026,2019,4,20
C026,2019,5,19
C026,2019,6,13
C026,2019,7,15
C026,2019,8,18
C026,2019,9,15
C026,2019,10,22
C026,2019,11,26
C026,2019,12,15
C058,2019,1,22
C058,2019,2,8
C058,2019,3,12
C058,2019,4,17
C058,2019,5,17
C058,2019,6,13
C058,2019,7,15
C058,2019,8,21
C058,2019,9,15
C058,2019,10,21
C058,2019,11,27
C058,2019,12,15
C0F0,2019,1,23
C0F0,2019,2,9
C0F0,2019,3,13
C0F0,2019,4,18
C0F0,2019,5,18
C0F0,2019,6,13
C0F0,2019,7,14
C0F0,2019,8,21
C0F0,2019,9,12
C0F0,2019,10,20
C0F0,2019,11,27
C0F0,2019,12,15
C0F1,2019,1,23
C0F1,2019,2,9
C0F1,2019,3,15
C0F1,2019,4,18
C0F1,2019,5,19
C0F1,2019,6,14
C0F1,2019,7,17
C0F1,2019,8,22
C0F1,2019,9,17
C0F1,2019,10,19
C0F1,2019,11,27
C0F1,2019,12,15
C0E7,2019,1,22
C0E7,2019,2,8
C0E7,2019,3,12
C0E7,2019,4,18
C0E7,2019,5,17
C0E7,2019,6,12
C0E7,2019,7,12
C0E7,2019,8,16
C0E7,2019,9,12
C0E7,2019,10,16
C0E7,2019,11,27
C0E7,2019,12,15
C0DC,2019,1,19
C0DC,2019,2,7
C0DC,2019,3,12
C0DC,2019,4,19
C0DC,2019,5,19
C0DC,2019,6,9
C0DC,2019,7,13
C0DC,2019,8,12
C0DC,2019,9,12
C0DC,2019,10,20
C0DC,2019,11,26
C0DC,2019,12,15
C0EC,2019,1,22
C0EC,2019,2,7
C0EC,2019,3,12
C0EC,2019,4,19
C0EC,2019,5,18
C0EC,2019,6,12
C0EC,2019,7,14
C0EC,2019,8,17
C0EC,2019,9,14
C0EC,2019,10,21
C0EC,2019,11,26
C0EC,2019,12,14
C0DE,2019,1,23
C0DE,2019,2,8
C0DE,2019,3,11
C0DE,2019,4,19
C0DE,2019,5,18
C0DE,2019,6,11
C0DE,2019,7,13
C0DE,2019,8,14
C0DE,2019,9,13
C0DE,2019,10,20
C0DE,2019,11,26
C0DE,2019,12,15
C017,2019,1,22
C017,2019,2,8
C017,2019,3,13
C017,2019,4,19
C017,2019,5,18
C017,2019,6,13
C017,2019,7,15
C017,2019,8,18
C017,2019,9,16
C017,2019,10,20
C017,2019,11,27
C017,2019,12,14
C0F4,2019,1,18
C0F4,2019,2,9
C0F4,2019,3,14
C0F4,2019,4,18
C0F4,2019,5,18
C0F4,2019,6,11
C0F4,2019,7,12
C0F4,2019,8,17
C0F4,2019,9,16
C0F4,2019,10,20
C0F4,2019,11,26
C0F4,2019,12,14
C0D1,2019,1,23
C0D1,2019,2,5
C0D1,2019,3,11
C0D1,2019,4,19
C0D1,2019,5,17
C0D1,2019,6,8
C0D1,2019,7,13
C0D1,2019,8,12
C0D1,2019,9,14
C0D1,2019,10,19
C0D1,2019,11,27
C0D1,2019,12,14
C043,2019,1,20
C043,2019,2,8
C043,2019,3,12
C043,2019,4,18
C043,2019,5,17
C043,2019,6,11
C043,2019,7,12
C043,2019,8,14
C043,2019,9,16
C043,2019,10,21
C043,2019,11,27
C043,2019,12,15
C0D2,2019,1,22
C0D2,2019,2,7
C0D2,2019,3,11
C0D2,2019,4,19
C0D2,2019,5,17
C0D2,2019,6,9
C0D2,2019,7,16
C0D2,2019,8,13
C0D2,2019,9,12
C0D2,2019,10,18
C0D2,2019,11,28
C0D2,2019,12,15
C0D0,2019,1,23
C0D0,2019,2,7
C0D0,2019,3,12
C0D0,2019,4,19
C0D0,2019,5,17
C0D0,2019,6,12
C0D0,2019,7,17
C0D0,2019,8,16
C0D0,2019,9,16
C0D0,2019,10,19
C0D0,2019,11,27
C0D0,2019,12,14
C064,2019,1,22
C064,2019,2,7
C064,2019,3,10
C064,2019,4,18
C064,2019,5,17
C064,2019,6,11
C064,2019,7,12
C064,2019,8,13
C064,2019,9,15
C064,2019,10,16
C064,2019,11,28
C064,2019,12,13
C028,2019,1,21
C028,2019,2,5
C028,2019,3,13
C028,2019,4,17
C028,2019,5,18
C028,2019,6,12
C028,2019,7,16
C028,2019,8,18
C028,2019,9,15
C028,2019,10,18
C028,2019,11,28
C028,2019,12,16
C029,2019,1,22
C029,2019,2,9
C029,2019,3,12
C029,2019,4,18
C029,2019,5,18
C029,2019,6,13
C029,2019,7,15
C029,2019,8,21
C029,2019,9,12
C029,2019,10,19
C029,2019,11,27
C029,2019,12,16
